instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Cluster,season_group,weather_group,day_type,rental_group,weekly_avg
585,2012-08-07,3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,1,Fall,Moderate,Workday,High,6941.428571428572
586,2012-08-08,3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263,6271,7534,1,Fall,Moderate,Workday,High,6934.857142857143
587,2012-08-09,3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,3,Fall,Good,Workday,High,6938.428571428572
588,2012-08-10,3,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,1,Fall,Moderate,Workday,Medium,6740.0
589,2012-08-11,3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,1,Fall,Moderate,Weekend/Holiday,High,6665.0
590,2012-08-12,3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,3,Fall,Good,Weekend/Holiday,High,6819.285714285715
591,2012-08-13,3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,3,Fall,Good,Workday,High,6800.714285714285
592,2012-08-14,3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,3,Fall,Good,Workday,High,6730.857142857143
593,2012-08-15,3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,3,Fall,Good,Workday,High,6704.142857142857
594,2012-08-16,3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,3,Fall,Good,Workday,High,6749.714285714285
595,2012-08-17,3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,3,Fall,Good,Workday,High,6944.285714285715
596,2012-08-18,3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,3,Fall,Good,Weekend/Holiday,High,7168.0
597,2012-08-19,3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,1,Fall,Moderate,Weekend/Holiday,Medium,6883.0
598,2012-08-20,3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,1,Fall,Moderate,Workday,High,6832.571428571428
599,2012-08-21,3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,3,Fall,Good,Workday,High,6864.285714285715
600,2012-08-22,3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,3,Fall,Good,Workday,High,6868.285714285715
601,2012-08-23,3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,3,Fall,Good,Workday,High,6891.142857142857
602,2012-08-24,3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,1,Fall,Moderate,Workday,High,6953.142857142857
603,2012-08-25,3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,1,Fall,Moderate,Weekend/Holiday,High,6694.285714285715
604,2012-08-26,3,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,1,Fall,Moderate,Weekend/Holiday,Medium,6795.142857142857
605,2012-08-27,3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989,5928,6917,3,Fall,Good,Workday,High,6850.428571428572
606,2012-08-28,3,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935,6105,7040,3,Fall,Good,Workday,High,6855.285714285715
607,2012-08-29,3,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177,6520,7697,3,Fall,Good,Workday,High,6901.285714285715
608,2012-08-30,3,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,3,Fall,Good,Workday,High,6893.857142857143
609,2012-08-31,3,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,3,Fall,Good,Workday,High,6860.714285714285
610,2012-09-01,3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,1,Fall,Moderate,Weekend/Holiday,High,6873.142857142857
611,2012-09-02,3,1,9,0,0,0,2,0.696667,0.649,0.815,0.0640708,2613,3197,5810,1,Fall,Moderate,Weekend/Holiday,Medium,6952.428571428572
612,2012-09-03,3,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,3,Fall,Good,Weekend/Holiday,High,6826.285714285715
613,2012-09-04,3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867,5997,6864,3,Fall,Good,Workday,High,6801.142857142857
614,2012-09-05,3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832,6280,7112,3,Fall,Good,Workday,High,6717.571428571428
615,2012-09-06,3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611,5592,6203,1,Fall,Moderate,Workday,High,6501.857142857143
616,2012-09-07,3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,3,Fall,Good,Workday,High,6523.857142857143
617,2012-09-08,3,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,1,Fall,Moderate,Weekend/Holiday,Medium,6500.428571428572
618,2012-09-09,3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,2570,5657,8227,3,Fall,Good,Weekend/Holiday,High,6845.714285714285
619,2012-09-10,3,1,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,3,Fall,Good,Workday,High,7058.714285714285
620,2012-09-11,3,1,9,0,2,1,1,0.5775,0.554292,0.52,0.0920542,1070,6697,7767,3,Fall,Good,Workday,High,7187.714285714285
621,2012-09-12,3,1,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,3,Fall,Good,Workday,High,7296.0
622,2012-09-13,3,1,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,3,Fall,Good,Workday,High,7524.714285714285
623,2012-09-14,3,1,9,0,5,1,1,0.633333,0.594083,0.6725,0.103863,1379,6630,8009,3,Fall,Good,Workday,High,7596.857142857143
624,2012-09-15,3,1,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,3,Fall,Good,Weekend/Holiday,High,7988.0
625,2012-09-16,3,1,9,0,0,0,1,0.58,0.563125,0.57,0.0901833,2166,5167,7333,3,Fall,Good,Weekend/Holiday,High,7860.285714285715
626,2012-09-17,3,1,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,1022,5847,6869,1,Fall,Moderate,Workday,High,7766.571428571428
627,2012-09-18,3,1,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,371,3702,4073,1,Fall,Moderate,Workday,Medium,7238.857142857143
628,2012-09-19,3,1,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,788,6803,7591,3,Fall,Good,Workday,High,7199.0
629,2012-09-20,3,1,9,0,4,1,1,0.546667,0.532192,0.618333,0.118167,939,6781,7720,3,Fall,Good,Workday,High,7187.0
630,2012-09-21,3,1,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,3,Fall,Good,Workday,High,7209.571428571428
631,2012-09-22,3,1,9,0,6,0,1,0.65,0.610488,0.646667,0.283583,2512,5883,8395,3,Fall,Good,Weekend/Holiday,High,7164.0
632,2012-09-23,4,1,9,0,0,0,1,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,2,Winter,Good,Weekend/Holiday,High,7246.0
633,2012-09-24,4,1,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,2,Winter,Good,Workday,High,7327.0
634,2012-09-25,4,1,9,0,2,1,1,0.55,0.544179,0.57,0.236321,845,6693,7538,2,Winter,Good,Workday,High,7822.0
635,2012-09-26,4,1,9,0,3,1,1,0.635,0.596613,0.630833,0.2444,787,6946,7733,2,Winter,Good,Workday,High,7842.285714285715
636,2012-09-27,4,1,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,1,Winter,Moderate,Workday,High,7795.571428571428
637,2012-09-28,4,1,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,1,Winter,Moderate,Workday,High,7688.142857142857
638,2012-09-29,4,1,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,2,Winter,Good,Weekend/Holiday,High,7711.0
639,2012-09-30,4,1,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,2,Winter,Good,Weekend/Holiday,High,7565.571428571428
640,2012-10-01,4,1,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,2,Winter,Moderate,Workday,High,7471.571428571428
641,2012-10-02,4,1,10,0,2,1,3,0.590833,0.542333,0.871667,0.104475,315,4324,4639,1,Winter,Bad,Workday,Medium,7057.428571428572
642,2012-10-03,4,1,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,1,Winter,Moderate,Workday,High,7034.428571428572
643,2012-10-04,4,1,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891,6437,7328,1,Winter,Moderate,Workday,High,7025.142857142857
644,2012-10-05,4,1,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,1516,6640,8156,2,Winter,Good,Workday,High,7131.0
645,2012-10-06,4,1,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,2,Winter,Good,Weekend/Holiday,High,7046.714285714285
646,2012-10-07,4,1,10,0,0,0,2,0.415833,0.419813,0.708333,0.141162,781,2729,3510,2,Winter,Moderate,Weekend/Holiday,Low,6564.0
647,2012-10-08,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478,2,Winter,Moderate,Weekend/Holiday,Medium,6378.285714285715
648,2012-10-09,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392,2,Winter,Moderate,Workday,High,6628.714285714285
649,2012-10-10,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691,2,Winter,Good,Workday,High,6645.714285714285
650,2012-10-11,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570,2,Winter,Good,Workday,High,6680.285714285715
651,2012-10-12,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,2,Winter,Good,Workday,High,6555.428571428572
652,2012-10-13,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,2,Winter,Good,Weekend/Holiday,High,6433.142857142857
653,2012-10-14,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639,2,Winter,Good,Weekend/Holiday,High,6880.142857142857
654,2012-10-15,4,1,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037,760,5115,5875,1,Winter,Moderate,Workday,Medium,6936.857142857143
655,2012-10-16,4,1,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221,922,6612,7534,2,Winter,Good,Workday,High,7100.0
656,2012-10-17,4,1,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371,979,6482,7461,2,Winter,Good,Workday,High,7067.142857142857
657,2012-10-18,4,1,10,0,4,1,2,0.5225,0.512625,0.728333,0.236937,1008,6501,7509,1,Winter,Moderate,Workday,High,7058.428571428572
658,2012-10-19,4,1,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,753,4671,5424,1,Winter,Moderate,Workday,Medium,6793.0
659,2012-10-20,4,1,10,0,6,0,1,0.484167,0.472842,0.572917,0.117537,2806,5284,8090,2,Winter,Good,Weekend/Holiday,High,6933.142857142857
660,2012-10-21,4,1,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,2132,4692,6824,2,Winter,Good,Weekend/Holiday,High,6959.571428571428
661,2012-10-22,4,1,10,0,1,1,1,0.4875,0.482942,0.568333,0.0814833,830,6228,7058,2,Winter,Good,Workday,High,7128.571428571428
662,2012-10-23,4,1,10,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,841,6625,7466,2,Winter,Good,Workday,High,7118.857142857143
663,2012-10-24,4,1,10,0,3,1,1,0.5875,0.558721,0.63625,0.0727792,795,6898,7693,2,Winter,Good,Workday,High,7152.0
664,2012-10-25,4,1,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,875,6484,7359,1,Winter,Moderate,Workday,High,7130.571428571428
665,2012-10-26,4,1,10,0,5,1,2,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,1,Winter,Moderate,Workday,High,7419.142857142857
666,2012-10-27,4,1,10,0,6,0,2,0.53,0.515133,0.72,0.235692,2643,5209,7852,1,Winter,Moderate,Weekend/Holiday,High,7385.142857142857
667,2012-10-28,4,1,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008,998,3461,4459,2,Winter,Moderate,Weekend/Holiday,Medium,7047.285714285715
668,2012-10-29,4,1,10,0,1,1,3,0.44,0.4394,0.88,0.3582,2,20,22,1,Winter,Bad,Workday,Low,6042.142857142857
669,2012-10-30,4,1,10,0,2,1,2,0.318182,0.309909,0.825455,0.213009,87,1009,1096,2,Winter,Moderate,Workday,Low,5132.142857142857
670,2012-10-31,4,1,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667,419,5147,5566,2,Winter,Moderate,Workday,Medium,4828.285714285715
671,2012-11-01,4,1,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346,466,5520,5986,2,Winter,Moderate,Workday,Medium,4632.142857142857
672,2012-11-02,4,1,11,0,5,1,1,0.355,0.356042,0.522083,0.266175,618,5229,5847,2,Winter,Good,Workday,Medium,4404.0
673,2012-11-03,4,1,11,0,6,0,2,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,2,Winter,Moderate,Weekend/Holiday,Medium,4016.285714285714
674,2012-11-04,4,1,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,2,Winter,Good,Weekend/Holiday,Medium,4108.857142857143
675,2012-11-05,4,1,11,0,1,1,1,0.319167,0.308075,0.494167,0.236325,378,4881,5259,2,Winter,Good,Workday,Medium,4857.0
676,2012-11-06,4,1,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513,466,5220,5686,2,Winter,Good,Workday,Medium,5512.714285714285
677,2012-11-07,4,1,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,326,4709,5035,2,Winter,Moderate,Workday,Medium,5436.857142857143
678,2012-11-08,4,1,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835,340,4975,5315,2,Winter,Good,Workday,Medium,5341.0
679,2012-11-09,4,1,11,0,5,1,1,0.361667,0.355413,0.540833,0.214558,709,5283,5992,2,Winter,Good,Workday,Medium,5361.714285714285
680,2012-11-10,4,1,11,0,6,0,1,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,2,Winter,Good,Weekend/Holiday,High,5561.428571428572
681,2012-11-11,4,1,11,0,0,0,1,0.420833,0.421713,0.659167,0.1275,2290,4562,6852,2,Winter,Good,Weekend/Holiday,High,5810.714285714285
682,2012-11-12,4,1,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,1097,5172,6269,2,Winter,Good,Weekend/Holiday,High,5955.0
683,2012-11-13,4,1,11,0,2,1,2,0.343333,0.323225,0.662917,0.342046,327,3767,4094,2,Winter,Moderate,Workday,Medium,5727.571428571428
684,2012-11-14,4,1,11,0,3,1,1,0.289167,0.281563,0.552083,0.199625,373,5122,5495,2,Winter,Good,Workday,Medium,5793.285714285715
685,2012-11-15,4,1,11,0,4,1,2,0.321667,0.324492,0.620417,0.152987,320,5125,5445,2,Winter,Moderate,Workday,Medium,5811.857142857143
686,2012-11-16,4,1,11,0,5,1,1,0.345,0.347204,0.524583,0.171025,484,5214,5698,2,Winter,Good,Workday,Medium,5769.857142857143
687,2012-11-17,4,1,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,1313,4316,5629,2,Winter,Good,Weekend/Holiday,Medium,5640.285714285715
688,2012-11-18,4,1,11,0,0,0,1,0.3425,0.337746,0.692917,0.227612,922,3747,4669,2,Winter,Good,Weekend/Holiday,Medium,5328.428571428572
689,2012-11-19,4,1,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067,449,5050,5499,2,Winter,Moderate,Workday,Medium,5218.428571428572
690,2012-11-20,4,1,11,0,2,1,2,0.374167,0.380667,0.685,0.082725,534,5100,5634,2,Winter,Moderate,Workday,Medium,5438.428571428572
691,2012-11-21,4,1,11,0,3,1,1,0.353333,0.364892,0.61375,0.103246,615,4531,5146,2,Winter,Good,Workday,Medium,5388.571428571428
692,2012-11-22,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708,955,1470,2425,2,Winter,Good,Weekend/Holiday,Low,4957.142857142857
693,2012-11-23,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021,1603,2307,3910,2,Winter,Good,Workday,Low,4701.714285714285
694,2012-11-24,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871,532,1745,2277,2,Winter,Good,Weekend/Holiday,Low,4222.857142857143
695,2012-11-25,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505,309,2115,2424,2,Winter,Good,Weekend/Holiday,Low,3902.1428571428573
696,2012-11-26,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665,337,4750,5087,2,Winter,Good,Workday,Medium,3843.285714285714
697,2012-11-27,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,123,3836,3959,2,Winter,Moderate,Workday,Low,3604.0
698,2012-11-28,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821,198,5062,5260,2,Winter,Good,Workday,Medium,3620.285714285714
699,2012-11-29,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522,243,5080,5323,2,Winter,Good,Workday,Medium,4034.285714285714
700,2012-11-30,4,1,11,0,5,1,1,0.298333,0.323867,0.649583,0.0584708,362,5306,5668,2,Winter,Good,Workday,Medium,4285.428571428572
701,2012-12-01,4,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,2,Winter,Moderate,Weekend/Holiday,Medium,4701.714285714285
702,2012-12-02,4,1,12,0,0,0,2,0.3475,0.359208,0.823333,0.124379,892,3757,4649,2,Winter,Moderate,Weekend/Holiday,Medium,5019.571428571428
703,2012-12-03,4,1,12,0,1,1,1,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,2,Winter,Good,Workday,High,5183.428571428572
704,2012-12-04,4,1,12,0,2,1,1,0.475833,0.469054,0.73375,0.174129,551,6055,6606,2,Winter,Good,Workday,High,5561.571428571428
705,2012-12-05,4,1,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,331,5398,5729,2,Winter,Good,Workday,Medium,5628.571428571428
706,2012-12-06,4,1,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,340,5035,5375,2,Winter,Good,Workday,Medium,5636.0
707,2012-12-07,4,1,12,0,5,1,2,0.320833,0.321958,0.764167,0.1306,349,4659,5008,2,Winter,Moderate,Workday,Medium,5541.714285714285
708,2012-12-08,4,1,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,2,Winter,Moderate,Weekend/Holiday,Medium,5597.571428571428
709,2012-12-09,4,1,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,441,2787,3228,2,Winter,Moderate,Weekend/Holiday,Low,5394.571428571428
710,2012-12-10,4,1,12,0,1,1,2,0.435833,0.435575,0.925,0.190308,329,4841,5170,2,Winter,Moderate,Workday,Medium,5242.571428571428
711,2012-12-11,4,1,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,282,5219,5501,2,Winter,Moderate,Workday,Medium,5084.714285714285
712,2012-12-12,4,1,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,310,5009,5319,2,Winter,Moderate,Workday,Medium,5026.142857142857
713,2012-12-13,4,1,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,425,5107,5532,2,Winter,Good,Workday,Medium,5048.571428571428
714,2012-12-14,4,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,429,5182,5611,2,Winter,Good,Workday,Medium,5134.714285714285
715,2012-12-15,4,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767,4280,5047,2,Winter,Good,Weekend/Holiday,Medium,5058.285714285715
716,2012-12-16,4,1,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786,2,Winter,Moderate,Weekend/Holiday,Low,5138.0
717,2012-12-17,4,1,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,2,Winter,Moderate,Workday,Medium,5054.428571428572
718,2012-12-18,4,1,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,433,5124,5557,2,Winter,Good,Workday,Medium,5062.428571428572
719,2012-12-19,4,1,12,0,3,1,1,0.3325,0.342162,0.625417,0.184092,333,4934,5267,2,Winter,Good,Workday,Medium,5055.0
720,2012-12-20,4,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314,3814,4128,2,Winter,Moderate,Workday,Medium,4854.428571428572
721,2012-12-21,1,1,12,0,5,1,2,0.326667,0.301767,0.556667,0.374383,221,3402,3623,0,Spring,Moderate,Workday,Low,4570.428571428572
722,2012-12-22,1,1,12,0,6,0,1,0.265833,0.236113,0.44125,0.407346,205,1544,1749,0,Spring,Good,Weekend/Holiday,Low,4099.285714285715
723,2012-12-23,1,1,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083,408,1379,1787,0,Spring,Good,Weekend/Holiday,Low,3813.714285714286
724,2012-12-24,1,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,174,746,920,0,Spring,Moderate,Workday,Low,3290.1428571428573
725,2012-12-25,1,1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440,573,1013,0,Spring,Moderate,Weekend/Holiday,Low,2641.0
726,2012-12-26,1,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9,432,441,0,Spring,Bad,Workday,Low,1951.5714285714287
727,2012-12-27,1,1,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133,247,1867,2114,0,Spring,Moderate,Workday,Low,1663.857142857143
728,2012-12-28,1,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644,2451,3095,0,Spring,Moderate,Workday,Low,1588.4285714285713
729,2012-12-29,1,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159,1182,1341,0,Spring,Moderate,Weekend/Holiday,Low,1530.142857142857
730,2012-12-30,1,1,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,364,1432,1796,0,Spring,Good,Weekend/Holiday,Low,1531.4285714285713
731,2012-12-31,1,1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439,2290,2729,0,Spring,Moderate,Workday,Low,1789.857142857143
